id_cliente,nombre_cliente,edad,genero,pais,ciudad,segmento,nivel_satisfaccion,ingresos_mensuales,compras_ultimos_6m,monto_total_compras,fecha_registro,canal_preferido,reclamos_ultimos_6m,tiempo_entrega_dias,estado_cliente,score_riesgo,email,telefono
C0319,Diego Vargas,18,M,Costa Rica,Ciudad de Panamá,Premium,,777504,10,382727,12-15-2025,Llamada,3,3.4,inactivo,424.0,diegovargas@correo.com,21377306
C0320,Luis Torres,38,F,Guatemala,,Oro,5,923789,300,6163975,07-24-2025,Correo,0,4.1,ACTIVO,465.0,luistorres@correo.com,21021923
C0321,Ricardo Ramírez,18,f,Costa Rica,Cartago,Sin segmento,Muy bajo,854240,9,156514,2025-05-06,Email,0,8.4,Pendiente,483.0,ricardoramirez@correo.com,12282178
C0322,Diego Cordero,40,M,Costa Rica,San José,PREMIUM,Medio,1055922,3,38342,21/10/2024,,0,2.0,ACTIVO,301.0,diegocordero@correo.com,05464754
C0323,Alonso Torres,42,F,El Salvador,San Salvador,Bronce,Alto,905172,3,103300,2024-11-27,SMS,0,2.8,,561.0,alonsotorres@correo.com,63924358
C0324,Gabriela Pérez,42,F,Guatemala,San Salvador,Premium,Muy alto,833530,15,261004,2025-02-06,llamada,2,3.8,inactivo,811.0,gabrielaperez@correo.com,89634067
C0325,Paula Aguilar,39,MASC,Costa Rica,Liberia,Bronce,Muy alto,892606,10,167993,09-30-2024,Email,-1,5.4,Inactivo,353.0,paulaaguilar@correo.com,89021994
C0326,Diego Cordero,36,f,Guatemala,San José,Premium,Medio,1137298,13,181736,18/05/2025,whatsapp,1,6.6,inactivo,619.0,diegocordero@correo.com,52196263
C0327,Camila Hernández,28,No indica,Costa Rica,Managua,Bronce,Alto,758639,0,14600,23/09/2024,Correo,0,5.5,activo,569.0,,123
C0328,Daniela Soto,27,F,Guatemala,Heredia,Bronce,Medio,622447,150,3071958,2026-03-12,email,2,4.3,Pendiente,357.0,danielasoto@correo.com,05248088
C0329,José Mora,18,M,Panamá,Liberia,Plata,Medio,1316766,-2,11445,13/01/2026,SMS,0,4.4,Inactivo,722.0,josemora@correo.com,64862872
C0330,Emilio Chaves,37,F,Panamá,Puntarenas,Plata,Medio,"999,355",5,118981,28/07/2024,Correo,4,6.9,,634.0,emiliochaves@correo.com,57661945
C0331,Luis Salazar,43,M,Costa Rica,Heredia,Premium,Alto,457821,9,209032,24/03/2025,email,1,5.5,activo,699.0,luissalazar@correo.com,26574223
C0332,Paula Hernández,43,M,ESA,Antigua,Plata,Bajo,1931172,9,193212,12-16-2024,SMS,0,3.9,Bloqueado,596.0,paulahernandez@correo.com,55829849
C0333,Jimena Rojas,25,Femenino,nicargua,Liberia,Plata,Medio,820357,9,211153,06-15-2024,llamada,3,2.6,inactivo,784.0,jimenarojas@correo.com,26705514
C0334,Gabriela Jiménez,18,M,Guatemala,Managua,Bronce,ALTO,1051418,13,371800.00,2024-06-30,,5,1.7,Activo,746.0,gabrielajimenez@correo.com,02451091
C0335,Jimena Jiménez,40,F,Panamá,Managua,Oro,3,946715,0,10811,2025-11-11,,2,2.8,Inactivo,426.0,jimenajimenez@correo.com,123
C0336,Sofía Vargas,40,Male,Panamá,Managua,Bronce,Alto,"1,299,303",7,154282,2025-02-02,whatsapp,0,5.3,Pendiente,768.0,sofiavargas@correo.com,65920246
C0337,Luis Soto,35,M,Guatemala,San José,Oro,Bajo,785762,14,199446,06-25-2025,Email,1,1.9,,730.0,luissoto@correo.com,84870450
C0338,Jimena Cordero,57,M,Panamá,Cartago,Bronce,Alto,647829,99,4271230,sin fecha,Email,2,3.8,ACTIVO,598.0,jimenacordero@correo.com,
C0339,Natalia Hernández,36,Femenino,PAN,San Salvador,Plata,Alto,"614,560",7,171791,24/03/2026,SMS,0,4.7,activo,710.0,nataliahernandez@correo.com,17941515
C0340,Pablo Rojas,48,F,CR,Heredia,Oro,2,1261803,4,126362,2025-12-15,WhatsApp,1,7.3,ACTIVO,718.0,pablorojas@correo.com,55300730
C0341,Natalia Aguilar,18,F,Costa Rica,Managua,Premium,Alto,1560255,12,348800,05-20-2024,Email,0,5.0,Pendiente,497.0,nataliaaguilar@correo.com,17446004
C0342,Alonso Pérez,18,F,Panamá,Puntarenas,Bronce,Alto,461401,2,36083,07-19-2025,WhatsApp,3,0.5,,801.0,alonsoperez@correo.com,40211901
C0343,Kevin Chaves,29,F,guate,Heredia,Bronce,Medio,,9,74067,2024-08-31,,1,3.2,,426.0,kevinchaves@correo.com,69443916
C0344,Ana Vargas,27,,Guatemala,Managua,Bronce,Medio,1712436,9,341245,2025-12-13,SMS,0,4.1,Bloqueado,639.0,anavargas@correo.com,66847323
C0345,Mateo Salazar,46,M,Guatemala,,Bronce,Medio,691663,6,210626,07-24-2024,whatsapp,2,5.7,activo,538.0,mateosalazar@correo.com,37638821
C0346,Mónica Vargas,31,M,Costa Rica,Cartago,Plata,Bajo,2084337,15,462758,13/12/2025,Correo,1,8.0,ACTIVO,589.0,monicavargas@correo.com,93350557
C0347,Mateo Hernández,20,Female,Guatemala,San José,Bronce,4,804158,10,230017,10-20-2025,WhatsApp,3,9.5,,617.0,mateohernandez@correo.com,98307482
C0348,Jimena Jiménez,41,No indica,Guatemala,Liberia,Oro,Medio,936912,0,22595,15/05/2024,WhatsApp,1,1.4,Pendiente,321.0,jimenajimenez@correo.com,46212760
C0349,Sebastián Cordero,49,M,Costa Rica,,Oro,Medio,1584159,13,439937,2025-09-12,email,2,8.3,Pendiente,427.0,sebastiancordero@correo.com,19120381
C0350,Luis Pérez,44,F,Costa Rica,Managua,Bronce,Bajo,641915,17,482672,2025-10-13,WhatsApp,1,3.6,Inactivo,578.0,luisperez@correo.com,24500000
C0351,Lucía Gómez,35,M,Guatemala,Alajuela,Bronce,Alto,545395,0,22304,11-15-2025,WhatsApp,0,6.0,Activo,340.0,luciagomez@correo.com,90567086
C0352,Ana Ramírez,42,F,El Salvador,Heredia,Plata,Medio,1545470,4,32969.00,24/02/2024,Email,0,3.2,Activo,621.0,correo@@mal,21040164
C0353,Camila Ramírez,50,F,Guatemala,Antigua,Bronce,Medio,1262395,6,92210,05/09/2024,whatsapp,0,1.8,activo,509.0,camilaramirez@correo.com,41706462
C0354,Esteban Mora,42,No indica,El Salvador,Liberia,Plata,Alto,770509,16,0,2025-01-12,SMS,0,4.6,ACTIVO,449.0,estebanmora@correo.com,05040433
C0355,Valeria Pérez,33,No indica,Guatemala,Alajuela,Premium,Bajo,924541,12,317620,2024-08-19,WhatsApp,2,6.2,Pendiente,801.0,valeriaperez@correo.com,56178688
C0356,Valeria Rojas,36,F,Costa Rica,Managua,Premium,Muy alto,sin dato,7,253880,2024-12-20,WhatsApp,0,2.7,Pendiente,773.0,valeriarojas@correo.com,18433687
C0357,Adriana Cordero,41,f,El Salvador,Alajuela,Premium,Muy alto,1252487,16,503071,19/05/2025,,4,2.2,Inactivo,308.0,adrianacordero@correo.com,00308356
C0358,Jimena Rojas,20,m,guate,Cartago,Premium,Medio,801925,12,242814,27/09/2024,SMS,0,3.9,Bloqueado,253.0,jimenarojas@correo.com,35437882
C0359,Natalia Chaves,29,F,Costa Rica,San José,Oro,Bajo,1147391,6,73684,10-01-2025,,2,3.2,Bloqueado,635.0,nataliachaves@correo.com,71842859
C0360,Sofía Aguilar,24,F,El Salvador,Cartago,Premium,Medio,1231922,6,133766,2025-10-17,Correo,0,4.5,Pendiente,354.0,sofiaaguilar@correo.com,38935953
C0361,Sebastián Araya,35,Femenino,Panamá,San Salvador,Premium,Medio,624325,0,35580,2025-10-07,email,0,6.3,Pendiente,309.0,sebastianaraya@correo.com,38595143
C0362,Diego Monge,36,F,Costa Rica,Heredia,Sin segmento,Muy alto,850223,3,"₡135,601",09-18-2025,App,0,4.0,activo,443.0,diegomonge@correo.com,83976205
C0363,Ana Salazar,18,M,Nicaragua,,Plata,Bajo,1231443,10,302267,sin fecha,Email,0,5.2,,389.0,anasalazar@correo.com,55235617
C0364,Ana Jiménez,49,Female,el salvador,Alajuela,Oro,3,3838260,0,34716,2026-01-13,Correo,0,3.1,Inactivo,556.0,anajimenez@correo.com,44037341
C0365,Alonso Soto,50,Male,guate,San Salvador,Plata,Alto,733284,3,58296,08-25-2024,Email,0,2.7,,848.0,alonsosoto@correo.com,97079866
C0366,Mateo Mora,18,F,Guatemala,San José,Plata,Medio,435720,14,15000000,2025-04-03,Correo,0,2.0,activo,641.0,mateomora@correo.com,92596790
C0367,Diego Cordero,23,F,Guatemala,Puntarenas,Premium,Alto,854289,3,68383,17/10/2024,Llamada,1,2.3,Activo,798.0,diegocordero@correo.com,52386767
C0368,Alonso Alvarado,22,F,Nicaragua,Ciudad de Panamá,Premium,Medio,1142692,9,354081,02-12-2025,Llamada,1,5.5,activo,-100,alonsoalvarado@correo.com,66957900
C0369,Fabiola Araya,42,M,Guatemala,Antigua,Oro,Alto,614106,15,526364,07-18-2024,,3,1.8,Pendiente,349.0,fabiolaaraya@correo.com,52857256
C0370,Paula Monge,37,M,Panamá,Ciudad de Panamá,Premium,Muy alto,15000000,15,15000000,05-02-2024,SMS,2,6.4,inactivo,798.0,paulamonge@correo.com,38593401
C0371,Andrés Castro,27,F,costa rica,Puntarenas,Premium,Bajo,,12,404371,2026-02-27,SMS,0,2.1,ACTIVO,819.0,andrescastro@correo.com,78092704
C0372,Paula Gómez,55,M,Nicaragua,Puntarenas,Premium,Alto,703107,0,23054,25/08/2025,WhatsApp,2,1.7,Pendiente,618.0,paulagomez@correo.com,91165020
C0373,Kevin Torres,27,F,Guatemala,Puntarenas,Oro,Bajo,887249,10,220973,01-30-2025,Llamada,1,6.5,ACTIVO,664.0,kevintorres@correo.com,74620258
C0374,Andrés Jiménez,38,F,El Salvador,Alajuela,Plata,Medio,1931467,7,156222,2025-05-16,whatsapp,1,0.5,activo,710.0,andresjimenez@correo.com,72257754
C0375,Mateo Soto,18,F,el salvador,Antigua,Premium,Medio,971082,14,313938,2024-07-09,SMS,0,3.4,Pendiente,619.0,mateosoto@correo.com,16591438
C0376,Lucía Chaves,31,M,Guatemala,Liberia,Premium,Muy alto,273265,4,93666,09-17-2025,Correo,0,6.4,,766.0,luciachaves@correo.com,27120539
C0377,Pablo Vargas,38,Femenino,El Salvador,Ciudad de Panamá,Plata,1,580000,15,456307,03/12/2025,WhatsApp,1,3.7,Bloqueado,376.0,pablovargas@correo.com,58523860
C0378,Ana Ramírez,42,M,El Salvador,Managua,Oro,Bajo,1110033,7,232653,01-22-2026,Email,1,-3,Bloqueado,845.0,anaramirez@correo.com,71912602
C0379,José Vargas,52,Female,Guatemala,Alajuela,Oro,5,1154487,0,25595,2026-01-17,Correo,1,0.5,inactivo,572.0,josevargas@correo.com,48124211
C0380,Natalia Pérez,999,FEM,GT,Antigua,Oro,Alto,2462576,11,292670,05-11-2024,WhatsApp,2,3.4,activo,522.0,nataliaperez@correo.com,58585642
C0381,María Soto,69,Male,Panamá,Ciudad de Guatemala,Plata,Bajo,723813,10,190534,19/04/2024,App,4,5.4,Inactivo,-100,sin correo,10956797
C0382,Fernando Navarro,18,F,Guatemala,Liberia,premium,Bajo,431269,3,79443,2025-07-21,Email,0,4.9,ACTIVO,347.0,fernandonavarro@correo.com,81571290
C0383,Mónica Mora,26,F,guate,Puntarenas,Oro,Alto,"840,974",-2,29635,03-12-2025,Llamada,50,7.2,Inactivo,450.0,monicamora@correo.com,39627466
C0384,Fernando Monge,42,F,CR,Antigua,Oro,Bajo,2215798,9,15000000,07-10-2025,,1,5.9,,629.0,correo@@mal,
C0385,Alonso Solís,37,M,Cost Rica,Ciudad de Guatemala,Oro,2,663478,1,33075,12-06-2025,Correo,1,1.7,Pendiente,847.0,,26203708
C0386,Carlos Castro,18,M,Panamá,Cartago,Bronce,3,915660,13,423410,23/09/2024,WhatsApp,0,1.0,activo,780.0,carloscastro@correo.com,39785708
C0387,Ricardo Mora,24,M,Guatemala,Antigua,Bronce,Bajo,1681590,10,323116,04-19-2025,email,1,7.5,Activo,536.0,ricardomora@correo.com,95314196
C0388,Mateo Araya,29,M,El Salvador,Puntarenas,,Muy alto,428262,5,104447,09-28-2024,Llamada,0,7.6,Activo,516.0,mateoaraya@correo.com,62259364
C0389,Laura Monge,54,F,El Salvador,San José,Premium,Muy alto,₡0,5,155090,01-01-2025,whatsapp,1,2.4,Inactivo,774.0,lauramonge@correo.com,37605230
C0390,Paula Aguilar,37,M,Panamá,Ciudad de Guatemala,Premium,Bajo,2192354,0,30975,2026-02-04,email,0,2.8,Inactivo,702.0,paulaaguilar@correo.com,06782141
C0391,Kevin Hernández,42,F,Panamá,Managua,Premium,Muy alto,631071,2,34312,2024-02-20,WhatsApp,0,7.3,Bloqueado,757.0,kevinhernandez@correo.com,36051171
C0392,Jimena Alvarado,18,F,Panamá,,Oro,Bajo,1132100,5,238422,10-07-2024,,1,6.2,,446.0,jimenaalvarado@correo.com,45657758
C0393,Kevin Torres,37,M,ESA,Cartago,Premium,Medio,1185070,0,16106,2024-02-24,email,1,5.9,Activo,355.0,kevintorres@correo.com,76774625
C0394,Carlos Castro,42,M,El Salvador,Liberia,Bronce,Bajo,406237,15,258405,01/01/2025,SMS,3,4.3,,331.0,carloscastro@correo.com,26121203
C0395,Lucía Hernández,18,f,Salvador,San Salvador,Plata,Bajo,1308394,11,362299.00,17/09/2024,,0,0.5,Inactivo,772.0,luciahernandez@correo.com,23274897
C0396,Daniela Navarro,43,MASC,Guatemala,San José,Plata,Muy alto,1001085,5,139556,01-30-2025,email,5,3.4,,748.0,danielanavarro@correo.com,53400181
C0397,Mateo Pérez,28,M,Guatemala,Liberia,Premium,4,,18,101962,10-28-2025,Llamada,0,5.9,Activo,524.0,mateoperez@correo.com,86999698
C0398,Andrés Aguilar,18,F,Nicaragua,Liberia,Premium,Medio,1756410,8,154619,11-06-2025,WhatsApp,0,4.4,Pendiente,590.0,andresaguilar@correo.com,123
C0399,Diego Gómez,35,M,Nicaragua,San José,Bronce,Bajo,"₡1,147,013",7,177054,2025-10-18,WhatsApp,2,7.5,,720.0,diegogomez@correo.com,sin telefono
C0400,Jimena Solís,34,F,Panamá,Managua,Bronce,Muy alto,25000000,7,196667,,Correo,1,5.3,Bloqueado,803.0,jimenasolis@correo.com,70890583
C0401,Andrés Araya,43,F,Guatemala,Ciudad de Guatemala,Bronce,Muy alto,-100000,12,error,2024-05-09,,0,2.5,ACTIVO,465.0,andresaraya@correo.com,98260418
C0402,Alonso Soto,53,F,Costa Rica,Ciudad de Guatemala,Plata,Muy alto,1220887,4,62157,21/05/2024,WhatsApp,0,4.3,ACTIVO,557.0,,54218545
C0403,Jorge Pérez,50,F,Panamá,San José,Bronce,2,407694,14,472365,06-30-2024,Email,1,8.3,inactivo,0,jorgeperez@correo.com,82247312
C0404,Alonso Araya,52,F,Costa Rica,Ciudad de Panamá,PREMIUM,Medio,572384,3,error,31/02/2025,Llamada,2,8.6,,253.0,alonsoaraya@correo.com,18948543
C0405,Jorge Monge,26,M,El Salvador,Ciudad de Guatemala,Bronce,Medio,617637,6,201848,11-10-2025,email,1,5.2,activo,378.0,jorgemonge@correo.com,57483526
C0406,Ricardo Cordero,46,M,Panamá,Ciudad de Panamá,Oro,Muy alto,1658468,9,161856,21/02/2024,App,1,6.8,Activo,488.0,ricardocordero@correo.com,09085510
C0407,Sebastián Alvarado,41,,Nicaragua,Antigua,PREMIUM,Muy alto,983133,300,9710683,03-26-2024,whatsapp,0,3.9,Bloqueado,513.0,sebastianalvarado@correo.com,95002601
C0408,Esteban Gómez,43,M,El Salvador,San Salvador,premium,3,486756,5,168935,2025-10-21,WhatsApp,1,5.4,Bloqueado,840.0,estebangomez@correo.com,34039104
C0409,Jorge Mora,18,F,El Salvador,Managua,Oro,Medio,1474697,7,"₡128,451",21/02/2025,SMS,1,4.3,,507.0,jorgemora@correo.com,01867740
C0410,Laura Ramírez,31,M,Guatemala,Liberia,Bronce,3,742010,150,1520416,23/01/2025,,3,1.9,Activo,572.0,correo@@mal,123
C0411,Natalia Cordero,35,F,El Salvador,Antigua,Plata,2,ND,6,208634,07-23-2025,Llamada,2,3.7,,606.0,nataliacordero@correo.com,26033620
C0412,Fernando Chaves,29,Male,Costa Rica,Heredia,PREMIUM,Medio,1223461,7,279464,12-27-2024,,1,7.0,ACTIVO,662.0,fernandochaves@correo.com,18638558
C0413,Gabriela Navarro,29,,El Salvador,,Plata,Medio,935856,2,28280,2025-11-04,App,0,4.7,,251.0,gabrielanavarro@correo.com,48232204
C0414,Camila Jiménez,30,F,Costa Rica,Puntarenas,Plata,Bajo,386303,0,36727,2025-01-02,WhatsApp,0,8.1,ACTIVO,789.0,camilajimenez@correo.com,65064630
C0415,Mónica Alvarado,36,F,ESA,Heredia,Bronce,Bajo,816152,17,406661,2024-09-26,whatsapp,1,2.2,inactivo,482.0,monicaalvarado@correo.com,31670805
C0416,Jimena Solís,18,M,Nicaragua,Alajuela,Bronce,Alto,sin dato,10,271108,04/08/2025,whatsapp,0,6.5,ACTIVO,364.0,jimenasolis@correo.com,61142436
C0417,Camila Soto,45,F,Costa Rica,Ciudad de Guatemala,Premium,Alto,1365174,11,60426,15/10/2024,whatsapp,0,3.4,activo,569.0,camilasoto@correo.com,30311587
C0418,Fernando Navarro,36,M,Nicaragua,Ciudad de Guatemala,Oro,Alto,1607122,3,31683,06/03/2024,,0,7.0,Pendiente,472.0,fernandonavarro@correo.com,95948152
C0419,Lucía Chaves,23,,GT,Heredia,Bronce,Muy alto,568846,5,96414,08-06-2024,Email,0,5.3,Inactivo,525.0,luciachaves@correo.com,00817852
C0420,Fernando Araya,18,Femenino,Guatemala,San Salvador,Premium,Muy alto,423757,11,275019,2026-01-29,Correo,0,4.4,Inactivo,490.0,fernandoaraya@correo.com,70140052
C0421,Ana Chaves,,Femenino,Guatemala,San Salvador,Oro,Medio,1003851,13,269593,2024-07-22,whatsapp,1,4.2,Bloqueado,715.0,anachaves@correo.com,92973525
C0422,Alonso Hernández,38,F,Guatemala,Cartago,PREMIUM,Medio,1122360,10,361954.00,02-16-2024,Correo,1,4.4,Bloqueado,553.0,alonsohernandez@correo.com,60107126
C0423,Fabiola Araya,26,M,Nicaragua,San Salvador,Oro,Muy alto,559565,1,54425,06-14-2024,,1,3.5,ACTIVO,848.0,fabiolaaraya@correo.com,92225606
C0424,Valeria Chaves,19,,Nicaragua,Cartago,Bronce,Muy alto,15000000,0,22102,2025-11-06,App,0,5.8,Inactivo,721.0,valeriachaves@correo.com,75615470
C0425,Kevin Gómez,50,F,PAN,Puntarenas,Bronce,Muy alto,927726,5,error,2025-03-21,llamada,0,7.0,inactivo,332.0,kevingomez@correo.com,13936967
C0426,Luis Monge,47,F,Nicaragua,Managua,Sin segmento,Bajo,809135,6,103048,07-31-2024,Llamada,3,3.0,Activo,319.0,luismonge@correo.com,54308952
C0427,José Vargas,0,M,Nicaragua,Liberia,Oro,Bajo,435864,5,90192,30/08/2025,SMS,3,2.9,,481.0,josevargas@correo.com,04500635
C0428,Valeria Mora,23,,Guatemala,Ciudad de Guatemala,Oro,medio,739496,5,172623,18/04/2025,SMS,0,4.9,activo,438.0,valeriamora@correo.com,89596546
C0429,Lucía Ramírez,54,M,Panamá,Liberia,Plata,Medio,544616,0,22271,12-17-2025,WhatsApp,0,5.0,,327.0,luciaramirez@correo.com,39889413
C0430,Sofía Mora,,M,Panamá,Ciudad de Panamá,Premium,Muy alto,"₡1,106,931",5,109698,05-31-2024,whatsapp,1,7.0,ACTIVO,692.0,sofiamora@correo.com,13756589
C0431,Natalia Salazar,48,m,El Salvador,Alajuela,Plata,Alto,764855,6,186648,2025-02-21,email,1,5.2,Activo,436.0,nataliasalazar@correo.com,31043796
C0432,Luis Araya,43,F,Guatemala,Liberia,Plata,Muy alto,792642,0,26522,21/03/2026,WhatsApp,0,6.6,Pendiente,418.0,luisaraya@correo.com,52332829
C0433,Ana Soto,26,Female,Costa Rica,Cartago,Bronce,Bajo,1066389,-2,31877,2024-11-18,Llamada,0,6.7,Activo,284.0,anasoto@correo.com,39847230
C0434,Sofía Araya,32,F,CostaRica,Heredia,Oro,medio,570635,9,396561,22/05/2025,whatsapp,0,3.8,Inactivo,811.0,sofiaaraya@correo.com,65838727
C0435,José Soto,32,M,Panamá,Ciudad de Panamá,Plata,Muy alto,667688,9,249704,04-13-2025,,1,5.3,activo,734.0,sin correo,70740392
C0436,Mónica Chaves,38,M,NI,Heredia,Plata,Muy alto,1172024,11,226705,2024-07-15,WhatsApp,0,3.3,activo,836.0,monicachaves@correo.com,04887899
C0437,Daniela Rojas,34,M,El Salvador,Alajuela,Premium,Medio,682081,7,145221,30/04/2025,App,0,6.2,Inactivo,501.0,danielarojas@correo.com,12920592
C0438,María Aguilar,60,M,Guatemala,Puntarenas,Plata,Medio,970873,2,57969,sin fecha,Llamada,0,6.8,Inactivo,643.0,,98321122
C0439,Fernando Torres,18,M,Guatemala,Ciudad de Panamá,Oro,Bajo,1065077,7,144059,2024-01-01,Email,0,6.5,inactivo,549.0,fernandotorres@correo.com,58566464
C0440,Pablo Soto,37,Femenino,Nicaragua,Heredia,Plata,Medio,sin dato,15,545476,02/04/2024,email,0,3.4,inactivo,616.0,pablosoto@correo.com,
C0441,Ana Gómez,32,F,Guatemala,Cartago,Bronce,Bajo,719920,6,105386,03-03-2025,email,2,0.5,Bloqueado,521.0,anagomez@correo.com,76332838
C0442,Valeria Salazar,18,Male,El Salvador,Antigua,Sin segmento,Bajo,494406,12,401637,17/08/2024,whatsapp,0,7.4,Pendiente,567.0,valeriasalazar@correo.com,06776106
C0443,Ana Araya,18,M,Costa Rica,Ciudad de Guatemala,Plata,Muy alto,966637,6,9999999,20/01/2025,Llamada,2,4.9,ACTIVO,617.0,anaaraya@correo.com,25734989
C0444,Lucía Hernández,,F,Nicaragua,Heredia,Premium,5,sin dato,3,-20000,27/11/2025,Correo,0,5.1,ACTIVO,493.0,luciahernandez@correo.com,98416734
C0445,Valeria Solís,32,f,Panamá,Ciudad de Panamá,Plata,Muy alto,1303945,1,27101,10-23-2024,App,0,5.8,Bloqueado,571.0,valeriasolis@correo.com,30889830
C0446,Emilio Alvarado,33,Male,El Salvador,Cartago,Bronce,Alto,496279,4,154439,01/01/2025,Correo,1,2.5,,513.0,emilioalvarado@correo.com,46790870
C0447,José Cordero,999,Masculino,Nicaragua,,Oro,Alto,419620,1,37502,2025-01-18,WhatsApp,0,4.0,ACTIVO,320.0,josecordero@correo.com,67256222
C0448,Diego Jiménez,49,M,Panamá,Ciudad de Guatemala,Oro,Medio,951198,5,120943,21/10/2024,llamada,0,5.0,,790.0,diegojimenez@correo.com,62211732
C0449,José Cordero,36,M,Panamá,,premium,1,850485,1,35673,2025-09-05,,0,3.5,,470.0,josecordero@correo.com,47841715
C0450,Valeria Ramírez,27,M,Nicaragua,San José,Premium,ALTO,558611,18,623977,06-28-2024,SMS,2,9.3,ACTIVO,256.0,valeriaramirez@correo.com,51521746
C0451,Pablo Hernández,18,M,El Salvador,Puntarenas,Oro,Muy alto,459888,8,28769,2025-02-09,Correo,1,7.7,ACTIVO,508.0,pablohernandez@correo.com,99990010
C0452,Mateo Hernández,20,M,Panamá,Ciudad de Panamá,Plata,Muy alto,1148358,5,108260,14/01/2025,Email,1,2.1,Pendiente,817.0,mateohernandez@correo.com,02217978
C0453,Andrés Pérez,18,M,Costa Rica,Puntarenas,Oro,Bajo,2522332,6,78934,2026-01-13,,0,4.5,Pendiente,759.0,andresperez@correo.com,123
C0454,Jimena Vargas,19,,Nicaragua,Managua,Oro,Bajo,1223319,10,0,09-03-2024,whatsapp,0,7.8,Inactivo,594.0,jimenavargas@correo.com,55136090
C0455,Esteban Pérez,33,M,panamá,Cartago,Premium,Muy alto,515888,6,103764,sin fecha,,1,5.7,Pendiente,755.0,estebanperez@correo.com,47315663
C0456,Fernando Chaves,35,M,ESA,Ciudad de Panamá,Premium,Medio,899583,150,3041460,03-11-2024,WhatsApp,0,7.2,Bloqueado,668.0,fernandochaves@correo.com,35846405
C0457,Sebastián Araya,,F,Guatemala,Cartago,Oro,Muy alto,sin dato,7,254486,11-06-2025,llamada,80,5.5,Pendiente,572.0,sebastianaraya@correo.com,87455135
C0458,Esteban Salazar,40,F,Nicaragua,Ciudad de Panamá,Oro,Bajo,1134368,10,83046,2026-01-19,email,0,120,Pendiente,307.0,estebansalazar@correo.com,91538602
C0459,Fernando Ramírez,41,F,Guatemala,Cartago,Oro,Medio,1359588,0,29702,2025-10-20,,0,6.5,inactivo,631.0,fernandoramirez@correo.com,87098726
C0460,Valeria Gómez,36,F,Guatemala,Liberia,Plata,5,722524,9,275105,sin fecha,whatsapp,2,6.5,Activo,498.0,valeriagomez@correo.com,36890057
C0461,Luis Vargas,27,F,C.R.,Cartago,Bronce,Medio,631325,8,9436,sin fecha,SMS,0,4.5,inactivo,696.0,luisvargas@correo.com,19281707
C0462,Luis Soto,43,F,guate,Alajuela,Oro,Alto,1066305,0,15872,2025-04-30,App,0,3.9,ACTIVO,625.0,luissoto@correo.com,sin telefono
C0463,Jimena Chaves,24,F,Costa Rica,Alajuela,Sin segmento,Muy alto,2101280,5,150750,07/08/2024,,-1,0.5,Pendiente,405.0,jimenachaves@correo.com,81919074
C0464,María Cordero,32,F,El Salvador,Cartago,Oro,Alto,903042,9,254628,07/10/2024,WhatsApp,50,6.1,inactivo,370.0,mariacordero@correo.com,20550330
C0465,Diego Torres,32,Female,El Salvador,Alajuela,Bronce,Bajo,590664,0,0,06-28-2025,SMS,1,5.0,Bloqueado,575.0,diegotorres@correo.com,
C0466,Jorge Vargas,48,M,Costa Rica,Alajuela,Oro,Alto,"1,451,171",2,49543,08-11-2025,Correo,0,7.0,Pendiente,493.0,jorgevargas@correo.com,10824028
C0467,Alonso Soto,25,m,C.R.,Heredia,Bronce,Alto,1524201,3,55456,31/02/2025,Email,0,5.5,Activo,820.0,alonsosoto@correo.com,
C0468,Luis Navarro,27,M,Cost Rica,Cartago,Plata,Medio,ND,5,118189,2024-11-28,Email,2,4.5,ACTIVO,405.0,,22763460
C0469,Diego Rojas,21,m,Panamá,Heredia,Premium,2,"875,075",13,267253.00,03-04-2025,App,3,3.6,,822.0,diegorojas@correo.com,19768784
C0470,Daniela Castro,25,M,Costa Rica,Alajuela,Premium,Medio,556323,2,41227,2024-04-23,,2,0.5,,693.0,danielacastro@correo.com,92064411
C0471,Adriana Jiménez,29,M,Nicaragua,Cartago,Plata,Alto,25000000,7,316151,2024-07-05,llamada,3,5.3,Pendiente,417.0,adrianajimenez@correo.com,sin telefono
C0472,Carlos Pérez,18,F,Guatemala ,Ciudad de Panamá,premium,Muy bajo,829030,17,230758,03-10-2026,whatsapp,1,3.5,ACTIVO,706.0,carlosperez@correo.com,90841947
C0473,Alonso Rojas,30,Male,Panamá,,Premium,Bajo,"767,487",6,173397,04-23-2024,SMS,2,4.5,Activo,607.0,alonsorojas@correo.com,64771837
C0474,Daniela Cordero,28,M,Panamá,San Salvador,Premium,Bajo,1019393,7,212654,08/02/2024,Llamada,2,4.5,Inactivo,406.0,,51691395
C0475,Lucía Mora,31,m,Nicaragua ,San José,premium,Medio,,0,15988,31/02/2025,App,1,4.0,inactivo,738.0,luciamora@correo.com,21516758
C0476,Mónica Hernández,36,F,Panamá,Alajuela,Oro,Muy alto,813871,17,348010,2024-04-23,WhatsApp,0,6.2,,734.0,monicahernandez@correo.com,97815542
C0477,José Hernández,33,M,Panamá,Antigua,PREMIUM,Bajo,1356888,7,0,2026-01-10,Llamada,0,5.6,ACTIVO,260.0,josehernandez@correo.com,14857260
C0478,Camila Solís,29,M,El Salvador,Liberia,Oro,3,1024070,3,83406,14/02/2025,SMS,0,3.6,Pendiente,567.0,camilasolis@correo.com,90604886
